title,author,category,keywords,summary
"Sangerville, Maine, 1814-1914",/authors/OL4485625A,Registers of births,"Registers of births, History",
"Eachdraidh a' Phrionnsa, no Bliadhna Thearlaich",/authors/OL4485640A,"Jacobite Rebellion, 1745-1746","Jacobite Rebellion, 1745-1746",
Del señorio de los incas,/authors/OL4485844A,Incas,"Incas, Indians of South America, History",
"Speech of Mr. Clarke, of Rhode Island, on the California claims",/authors/OL4486207A,History,History,
The state of Vermont,/authors/OL4486267A,United States,"United States, Registers, United States. Army",
LISP as the language for an incremental computer,/authors/OL4486385A,LISP (Computer program language),LISP (Computer program language),
Examen des revenus publics,/authors/OL4486537A,"Finance, Public","Finance, Public, France, Public Finance, Revenue, History",
Tales from Westminster abbey told to children,/authors/OL4486564A,Westminster Abbey,Westminster Abbey,
Tree pruning,/authors/OL4486928A,,,
Epsom Salts,/authors/OL4486969A,,,
Uber einige ausgezeichnete fossile Fischz©Þhne aus dem Muschelkalk bei Bayreuth,/authors/OL4487056A,,,
In Clive's Command,/authors/OL18115A,"Fiction, historical, general","Fiction, historical, general, India, history, british occupation, 1765-1947, fiction",
Facets of feminism,/authors/OL109306A,Social conditions,"Social conditions, Women, Feminism, Women's rights",
The municipal situation,/authors/OL2516931A,Politics and government,"Politics and government, Finance and taxation",
Piles électriques et accumulateurs: recherches techniques,/authors/OL4487386A,,,
V.R. 76 ; a French military hospital,/authors/OL4487414A,,,
Orientalische Höflichkeit,/authors/OL4487891A,Social life and customs,"Social life and customs, Etiquette",
Illustrated catalogue of Woonsocket drawing frame,/authors/OL4487902A,Cotton machinery,"Cotton machinery, Catalogs",
Diccionario etimológico de la lengua castellana,/authors/OL4487926A,Spanish language,"Spanish language, Etymology, Dictionaries",
Happy hours for the boys and girls,/authors/OL4488111A,Christian education of children,"Christian education of children, Sunday schools",
Intelligent information systems : a decade later,/authors/OL4488183A,,,
Die Kunst des Islam,/authors/OL1094171A,"Art, Islamic","Art, Islamic, History, Islamic Art",
Middletown,/authors/OL4488314A,,,
"Scheme of the exercises at the public commencement; Yale-College, September 13th, 1797",/authors/OL4488505A,Yale College,"Yale College, Yale College. Class of 1797",
Das Buch Hiob nach der Aufflassung der rabbinischen Litteratur in den ersten funf nachchristlichen Jahrderten,/authors/OL4488713A,,,
Jaḷabillorī,/authors/OL109359A,,,
"Iberian hymnody; survey and problems, by Joseph Sz©œv©♭rffy",/authors/OL4488830A,Catholic Church,"Catholic Church, History and criticism, Hymns, Hymns, Latin, Latin Hymns",
Commento al Vangelo di Giovanni,/authors/OL22060A,Bible,"Bible, Early works to 1800, Latin Sermons, Sermons, Sermons, Latin, Translations into English, Translations into Italian",
Unless the grain die,/authors/OL22060A,Bible,"Bible, Commentaries, Early works to 1800",
"Jesus praefigured, 1623",/authors/OL4488879A,,,
Problema lichnosti i obshchestva v sovremennoǐ literature,/authors/OL4489032A,Socialism in literature,"Socialism in literature, Characters and characteristics in literature, Russian literature",
Vzaimosviazi slavians kikh literatur,/authors/OL4489050A,Slavic literature,Slavic literature,
Human evolution,/authors/OL4489313A,Philosophical theology,"Philosophical theology, Evolution",
Paig̲h̲ambar-i ak̲h̲lāq o insāniyat,/authors/OL109393A,Islamic ethics,"Islamic ethics, Teachings","On the teachings of Prophet Muḥammad, d. 632 with reference to humanity."
"Modern Chinese pictorial art, 1949-1979",/authors/OL4489406A,Chinese Painting,"Chinese Painting, Indexes, Painting, Chinese",
Über Namen : eine logische Untersuchung,/authors/OL4489411A,Names,"Names, Semantics (Philosophy)",
The chance character of human existence,/authors/OL4489567A,Chance,Chance,
The effect of mutual choice placement on the satisfaction of student and cooperating teachers in physical education,/authors/OL4489586A,Student teachers,"Student teachers, Training of, Supervision of, Physical education teachers",
Motorcar,/authors/OL4489684A,Automobiles,Automobiles,
Aboveground oil storage tanks,/authors/OL4489781A,United States,"United States, United States. Environmental Protection Agency, Oil storage tanks, Oil spills",
The AID excess property program should be simplified,/authors/OL4489781A,United States,"United States, United States. Agency for International Development, American Surplus government property",
AID's management of the housing guaranty program,/authors/OL4489781A,Finance,"Finance, Housing, United States, United States. Agency for International Development, American Loans, American Economic assistance",
Bharatanāṭyam,/authors/OL109464A,Dictionaries,"Dictionaries, Dance, Bharata natyam, Marathi","On Bharata natyam, Indian classical dance."
"Examination of financial statements of the National Credit Union Administration for the 15 months ended September 30, 1977",/authors/OL4489781A,United States,"United States, Auditing, United States. National Credit Union Administration",
"Examination of financial statements of the National flood insurance program as of December 31, 1977",/authors/OL4489781A,National Flood Insurers Association,"National Flood Insurers Association, Flood Insurance",
The Federal approach to rail safety inspection and enforcement,/authors/OL4489781A,Railroads,"Railroads, United States. Federal Railroad Administration, Safety measures, United States, Inspection",
Federal executive boards contribute to improved field management but future is uncertain,/authors/OL4489781A,United States,"United States, Federal government, Intergovernmental fiscal relations, United States. Office of Personnel Management",
"Four deferrals May 17, 1982",/authors/OL4489781A,Appropriations and expenditures,"Appropriations and expenditures, United States. Dept. of Defense, United States, Budget, Executive impoundment of appropriated funds",
"Identifying boarding homes housing the needy aged, blind, and disabled -- a major step toward resolving a national problem",/authors/OL4489781A,Rest homes,"Rest homes, Supplemental security income program, Homes for the Aged, Standards, Nursing Homes, United States. Department of Health, Education, and Welfare",
Medicare financial management,/authors/OL4489781A,United States. Health Care Financing Administration,"United States. Health Care Financing Administration, United States, Medicare, Accounting, Auditing, Evaluation",
Minimum social security benefit -- a windfall that should be eliminated,/authors/OL4489781A,Social security,"Social security, Supplemental security income program",
Amara jindāṃ,/authors/OL109524A,,,Epic poem on the martyrdom of four sons of Guru Gobind Singh.
Noncontributory social security wage credits for military service should be eliminated,/authors/OL4489781A,Social security,"Social security, Social security taxes, Military pensions",
Program evaluation issues,/authors/OL4489781A,Evaluation,"Evaluation, Administrative agencies, Executive departments",
Programs for procuring conventional ammunition and modernizing and expanding ammunition plants,/authors/OL4489781A,United States. Dept. of Defense,"United States. Dept. of Defense, Procurement, Ammunition, United States, Military supplies",
Revenue estimates under various methods of taxing Americans abroad,/authors/OL4489781A,Taxation,"Taxation, Americans",
Should lenders assume more responsibility in the Small Business Administration 7(a) loan program?,/authors/OL4489781A,United States,"United States, Government lending, United States. Small Business Administration",
TVA's internal audit improved but inspector general may still be needed,/authors/OL4489781A,Tennessee Valley Authority,"Tennessee Valley Authority, Management, Appropriations and expenditures",
Unemployment insurance - need to reduce unequal treatment of claimants and improve benefit payment controls and tax collections,/authors/OL4489781A,Unemployment Insurance,Unemployment Insurance,
Premera kabitā,/authors/OL109563A,,,
Federal credit and insurance,/authors/OL4489781A,Credit,"Credit, Debtor and creditor, Debts, Public, Public Debts",
U.S. assistance provided for resettling Soviet refugees,/authors/OL4489781A,Refugees,Refugees,
Aviation acquisition,/authors/OL4489781A,Aids to air navigation,"Aids to air navigation, Air traffic control, Automation, Equipment and supplies, Management, Procurement, Purchasing, United States, United States. Federal Aviation Administration",
1992 Army budget,/authors/OL4489781A,Appropriations and expenditures,"Appropriations and expenditures, Costs, Equipment, Maintenance and repair, United States, United States. Army, United States. Army, Europe, Weapons systems",
"Nūn. Mīm, Rāshid par",/authors/OL109585A,Criticism and interpretation,Criticism and interpretation,"On the works of Nūn. Mīm. Rāshid, 1910-1975, Urdu writer."
Taz̲kirah-yi kāmilān-i Rāmpūr,/authors/OL109588A,Biography,"Biography, Muslims","Muslim luminaries (nobles, scholars, teachers, civil servants, poets, etc.) from Rampur (Princely State), 18th-early 20th century; a collective biography."
Studien zur Anthropologie des Kindes,/authors/OL4489870A,Child study,Child study,
Tithicintamanih,/authors/OL4489930A,Hindu astrology,Hindu astrology,
Construction of a Thermomonospora fusca gene library and screening of Escherichia coli clones for expression of cellobiase activity,/authors/OL4489990A,Genetic engineering,"Genetic engineering, Escherichia coli",
The 'new' FE,/authors/OL4490076A,,,
On the future of further education,/authors/OL4490076A,,,
Education in..,/authors/OL4490078A,,,
"Safety, health and environmental performance",/authors/OL4490102A,,,
Controlled rents to fair rents,/authors/OL5352215A,,,
Skilled engineering shortages in a high-demand area,/authors/OL4490171A,,,
A better start in working life,/authors/OL4490171A,,,
ICL PERQ Pascal guide,/authors/OL2080355A,,,
"[Prospectus for] The comical history of the states and empires of the world of the moon, written in French by Cyrano de Bergerac, englished by A. Lovell, edited by J. Isaacs, preface by André Maurois, etchings by René Ben Susan",/authors/OL4490198A,,,
Snowflake book of home crochet design,/authors/OL4490208A,,,
Acquisizioni 1944-1974,/authors/OL4490221A,Exhibitions,"Exhibitions, Prints, Drawing",
Chronic pulmonary disease in South Wales coal miners,/authors/OL4490318A,,,
Access to Personal Files Act 1987,/authors/OL4490347A,Great Britain,Great Britain,
A monograph on silk fabrics produced in the Northwestern Provinces and Oudh,/authors/OL109639A,Silk industry,Silk industry,
Guide to ISO virtual terminal standards,/authors/OL5350633A,,,
"Report of the Parliamentary Commissioner for Administration, Session 1973-74",/authors/OL4490513A,,,
"Iran, philosophy behind the revolution",/authors/OL2838943A,Politics and government,Politics and government,
The first five years,/authors/OL4490523A,American Art,"American Art, Art collections, Art, American, Exhibitions, Whitney Museum of American Art",
Mashāhīr-i Qadndhār,/authors/OL109664A,Intellectuals,"Intellectuals, Biography","On the lives of intellectuals from Deccan, India."
Samma ditthi,/authors/OL4490614A,Perfection (Buddhism),Perfection (Buddhism),
British and overseas members' reference book and buyers' guide,/authors/OL4490615A,Institute of Incorporated Photographers,"Institute of Incorporated Photographers, Periodicals, Photography",
Local office contacts with the public,/authors/OL4490701A,,,
"Primary health care services health visiting, nursing andmidwifery staff statistics England 30th September 1976",/authors/OL4490701A,,,
Report of a seminar on day care for the mentally ill held at the National Institute for Social Work on 21 November 1978,/authors/OL4490701A,,,
The Supplementary Benefit (Housing Requirements and Resources) Amendment Regulations 1986,/authors/OL4490701A,Great Britain,Great Britain,
James: a critical appraisal,/authors/OL4490818A,,,
"Middle schools, deemed or doomed",/authors/OL4490818A,,,
The N.U.T. view on the education of immigrants,/authors/OL4490947A,,,
Exhibition of British silverwork including ceremonial plate,/authors/OL4491046A,,,
Pollution control,/authors/OL4491068A,,,
Gso bya lus kyi rnam bśad,/authors/OL109728A,Human anatomy,"Human anatomy, Medicine, Tibetan, Tibetan Medicine",Study on human anatomy according to Tibetan medicine.
Phyi ñin gyi gnam gśis de riṅ las legs pa yoṅ ṅes,/authors/OL109732A,,,Comprises of short stories and prose.
The future business,/authors/OL4491346A,Industrial Research,"Industrial Research, Research, Industrial",
"Lālā Haradeva Sahāya, 1892-1962",/authors/OL109742A,Biography,"Biography, Nationalism, Nationalists, History","Biography of Haradeva Sahāya, 1892-1962, Indian freedom fighter from Haryana."
Structure and closer unity,/authors/OL4491346A,Labor unions,"Labor unions, Solidarity",
Training College,/authors/OL4491346A,Officials and employees,"Officials and employees, Training of, Labor unions",
Your job and the Equal Pay Act,/authors/OL4491346A,Great Britain,Great Britain,
Wage rage,/authors/OL4491346A,Minimum wage,Minimum wage,
Annual report,/authors/OL4491347A,,,
Professional engineers and trade unions,/authors/OL4491418A,,,
Equal Opportunities & Race Relations Department,/authors/OL4491463A,,,
